x,y,z,pitch,yaw,roll,state,trigger,type
-0.1982878,1.457056,-0.297462,14.33323,133.6352,2.334643,0,0,Grayscale
-0.1969862,1.457535,-0.293468,14.04256,133.5942,2.354542,0,0,Grayscale
-0.1940738,1.458057,-0.2896769,13.79144,133.3809,2.366961,0,0,Grayscale
-0.1896289,1.457916,-0.2864915,13.90001,132.711,2.32382,0,0,Grayscale
-0.1830821,1.458828,-0.283768,13.81831,130.6932,2.845416,0,0,Grayscale
-0.1751447,1.462609,-0.2813781,12.58297,126.0105,2.785493,0,0,Grayscale
-0.1630808,1.469354,-0.2786215,10.21894,117.0191,1.871721,0,0,Grayscale
-0.1479147,1.476349,-0.2766705,8.279364,104.5079,0.4420005,0,0,Grayscale
-0.1357921,1.479989,-0.276132,7.680584,94.76318,0.726507,0,0,Grayscale
-0.1218112,1.483366,-0.2748591,7.333117,81.65154,2.353348,0,0,Grayscale
-0.1087926,1.48768,-0.2731501,7.862122,66.49492,4.0838,0,0,Grayscale
-0.1002526,1.487491,-0.2723716,8.845847,50.1005,4.581347,0,0,Grayscale
-0.09880693,1.48605,-0.2766878,9.723705,34.98346,4.600333,0,0,Grayscale
-0.1008644,1.482676,-0.2870108,10.20523,21.86874,4.094851,0,0,Grayscale
-0.1023294,1.478942,-0.2957423,10.3155,15.24804,3.618083,0,0,Grayscale
-0.1064423,1.476767,-0.303928,9.715944,8.432742,2.97121,0,0,Grayscale
-0.1139285,1.475738,-0.3069222,10.1863,1.297889,2.996388,1,1,Grayscale
-0.1249525,1.474351,-0.306798,11.10973,-7.641052,3.512977,1,1,Grayscale
-0.137253,1.474214,-0.3035893,11.05899,-16.83563,3.082686,1,1,Grayscale
-0.1507008,1.475424,-0.2958376,10.06343,-24.67355,2.944092,1,1,Grayscale
-0.1660815,1.475005,-0.2844629,9.232244,-32.03363,2.456802,1,1,Grayscale
-0.1808033,1.474941,-0.2683808,9.193792,-37.37265,1.57207,1,1,Grayscale
-0.194655,1.47025,-0.2522888,9.187682,-41.15375,1.359111,1,1,Grayscale
-0.2071534,1.465657,-0.239575,9.679985,-44.28119,1.010343,1,1,Grayscale
-0.2164528,1.463431,-0.2311329,9.526911,-47.51157,1.097121,1,1,Grayscale
-0.2221546,1.463545,-0.2263,9.666462,-52.63791,0.9943491,1,1,Grayscale
-0.2227212,1.466903,-0.222901,9.518323,-58.47363,1.307106,1,1,Grayscale
-0.2166412,1.468173,-0.2185631,9.853904,-64.76004,1.949065,1,1,Grayscale
-0.204812,1.46725,-0.2135935,10.89495,-72.1571,1.972783,1,1,Grayscale
-0.1866111,1.46909,-0.2074823,12.07828,-79.05875,2.583452,1,1,Grayscale
-0.167421,1.469845,-0.2000173,12.31267,-85.10205,2.604842,1,1,Grayscale
-0.1494961,1.468971,-0.194478,12.12023,-90.91968,1.79348,1,1,Grayscale
-0.133775,1.468204,-0.1926719,12.17547,-97.14365,0.661646,1,1,Grayscale
-0.1227929,1.469098,-0.193334,11.65675,-102.1676,0.4985509,1,1,Grayscale
-0.114899,1.467457,-0.1950632,11.96902,-105.793,0.846164,1,1,Grayscale
-0.1081296,1.461506,-0.1960568,12.82496,-108.3994,1.158744,1,1,Grayscale
-0.1037356,1.459343,-0.1955998,13.12568,-109.7529,1.23878,1,1,Grayscale
-0.1003155,1.45768,-0.1934315,13.21052,-109.8161,0.06428888,1,1,Grayscale
-0.09621254,1.456237,-0.1903353,13.96205,-108.6921,-0.8622437,1,1,Grayscale
-0.09092574,1.455572,-0.1873476,14.18618,-107.1062,-1.17746,1,1,Grayscale
-0.08384351,1.455002,-0.1848996,14.38998,-105.9238,-1.480591,1,1,Grayscale
-0.07664147,1.455199,-0.183682,14.09673,-105.589,-1.480713,1,1,Grayscale
-0.07054564,1.454235,-0.1832124,14.40919,-105.851,-1.769897,1,1,Grayscale
-0.06551399,1.454939,-0.183447,14.00938,-106.204,-1.947296,1,1,Grayscale
-0.06154811,1.455149,-0.1837356,13.52104,-106.4455,-2.016479,1,1,Grayscale
-0.05879538,1.454464,-0.1837047,13.7171,-106.8318,-2.281464,1,1,Grayscale
-0.05637663,1.455569,-0.1840629,12.70915,-106.9125,-1.779236,1,1,Grayscale
-0.05373805,1.455822,-0.1848751,12.73192,-106.9287,-1.494263,1,1,Grayscale
-0.05205852,1.455702,-0.1870958,12.73268,-107.0214,-1.413605,1,1,Grayscale
-0.05099036,1.455604,-0.1896891,12.82156,-107.0582,-1.337708,1,1,Grayscale
-0.04964864,1.455436,-0.1934349,12.90757,-107.4302,-1.060822,1,1,Grayscale
-0.04901433,1.455387,-0.1965109,13.07818,-107.8353,-0.9799805,1,1,Grayscale
-0.04869794,1.455373,-0.1987362,13.09896,-107.9939,-0.9721985,1,1,Grayscale
-0.04833235,1.455429,-0.2002716,13.01767,-107.9979,-0.8934937,1,1,Grayscale
-0.04802056,1.455608,-0.2014641,12.93892,-107.9437,-0.9494324,1,1,Grayscale
-0.04751713,1.455704,-0.2026156,12.89081,-107.893,-0.9286499,1,1,Grayscale
-0.04703986,1.455842,-0.2037029,12.77979,-108.1391,-0.8728333,1,1,Grayscale
-0.04707569,1.45598,-0.2039854,12.71635,-108.2619,-0.9787598,1,1,Grayscale
-0.04726778,1.45591,-0.2040769,12.65224,-108.5488,-1.064301,1,1,Grayscale
-0.04712228,1.456413,-0.2046151,12.45591,-109.3762,-0.918457,1,1,Grayscale
-0.04672937,1.456764,-0.2058706,12.30792,-110.743,-0.7931213,1,1,Grayscale
-0.04618092,1.455962,-0.2078616,12.54265,-113.7083,-0.7929993,1,1,Grayscale
-0.04427628,1.457375,-0.213634,11.34972,-119.4117,-1.151093,1,1,Grayscale
