Height, Angle, State, IsTriggered, Intervention
1.509414,13.19418,1,1,Icon
1.510667,13.42142,1,1,Icon
1.509,14.11905,1,1,Icon
1.510541,13.14498,1,1,Icon
1.512161,12.42223,1,1,Icon
1.512756,12.10257,1,1,Icon
1.511369,12.51912,1,1,Icon
1.509797,13.14823,1,1,Icon
1.507919,14.13761,1,1,Icon
1.507013,14.25538,1,1,Icon
1.506881,14.38362,1,1,Icon
1.506346,14.52248,1,1,Icon
1.505564,14.78077,1,1,Icon
1.506142,14.38558,1,1,Icon
1.506749,14.21011,1,1,Icon
1.506851,14.10783,1,1,Icon
1.507703,13.64377,1,1,Icon
1.509279,12.88436,1,1,Icon
1.51241,11.20266,1,1,Icon
1.509944,12.43711,1,1,Icon
1.508784,12.89143,1,1,Icon
1.509099,12.40823,1,1,Icon
1.50839,12.9688,1,1,Icon
1.50646,13.64013,1,1,Icon
1.506195,14.0357,1,1,Icon
1.505469,14.39778,1,1,Icon
1.504677,14.57572,1,1,Icon
1.504044,14.78578,1,1,Icon
1.498846,16.28244,1,1,Icon
1.490638,19.29372,1,1,Icon
1.484074,21.60819,1,1,Icon
1.484954,20.59747,1,1,Icon
1.486745,20.35946,1,1,Icon
1.485651,20.68356,1,1,Icon
1.483733,21.27551,1,1,Icon
1.484779,21.506,1,1,Icon
1.484856,20.90421,1,1,Icon
1.483488,22.29838,1,1,Icon
1.479963,23.17794,1,1,Icon
1.465347,28.5912,1,1,Icon
1.460651,29.77813,1,1,Icon
1.45853,30.20244,1,1,Icon
1.457503,30.40232,1,1,Icon
1.45888,29.71697,1,1,Icon
1.45943,29.13936,1,1,Icon
1.460722,28.68279,1,1,Icon
1.461146,28.62694,1,1,Icon
1.453965,31.44721,1,1,Icon
1.453346,31.02544,1,1,Icon
1.454396,30.69928,1,1,Icon
1.454215,30.9681,1,1,Icon
1.453393,31.31681,1,1,Icon
1.452878,31.04864,1,1,Icon
1.453116,31.28691,1,1,Icon
1.453336,31.12111,1,1,Icon
1.454453,30.80688,1,1,Icon
1.455485,30.63586,1,1,Icon
1.456661,30.78011,1,1,Icon
1.457306,30.06288,1,1,Icon
1.451882,30.56388,1,1,Icon
1.452162,31.21087,1,1,Icon
1.453546,30.03815,1,1,Icon
1.452226,30.01244,1,1,Icon
1.453154,29.69827,1,1,Icon
1.4524,30.18936,1,1,Icon
1.452343,30.54067,1,1,Icon
1.460162,28.88903,1,1,Icon
1.477713,23.5974,1,1,Icon
1.48586,20.25862,1,1,Icon
1.485268,19.65145,1,1,Icon
1.479937,20.97953,1,1,Icon
1.482485,19.32826,1,1,Icon
1.489809,16.86466,1,1,Icon
1.492799,16.06627,1,1,Icon
1.497717,14.38036,1,1,Icon
1.503197,11.62163,1,1,Icon
1.506807,11.60415,1,1,Icon
1.505405,12.60921,1,1,Icon
1.498069,14.55922,1,1,Icon
1.493304,13.33018,1,1,Icon
1.491936,14.398,1,1,Icon
1.495207,14.20311,1,1,Icon
1.498903,13.37723,1,1,Icon
1.499603,14.69162,1,1,Icon
1.500118,16.00202,1,1,Icon
1.497615,18.42642,1,1,Icon
1.493684,21.07838,1,1,Icon
1.499762,18.05827,1,1,Icon
1.503351,16.39797,1,1,Icon
1.507809,14.30463,1,1,Icon
1.509512,13.39263,1,1,Icon
1.512594,12.05217,1,1,Icon
1.511068,12.9694,1,1,Icon
1.5059,14.61698,1,1,Icon
1.50587,14.56506,1,1,Icon
1.505457,14.60303,1,1,Icon
1.505199,14.8323,1,1,Icon
1.501268,16.1757,1,1,Icon
1.496966,17.95696,1,1,Icon
1.497875,16.99204,1,1,Icon
1.503678,15.1924,1,1,Icon
1.509629,12.73459,1,1,Icon
1.51298,11.69958,1,1,Icon
1.514633,11.10231,1,1,Icon
1.50844,13.29077,1,1,Icon
1.50082,16.34535,1,1,Icon
1.500257,15.47084,1,1,Icon
1.504346,14.22434,1,1,Icon
1.501798,14.51027,1,1,Icon
1.502146,13.99702,1,1,Icon
1.509811,11.78435,1,1,Icon
1.513221,10.40663,1,1,Icon
1.527849,8.334761,1,1,Icon
1.545777,2.829813,1,1,Icon
1.544617,7.156193,0,1,Icon
1.542858,7.560965,0,0,Icon
1.544499,6.52766,0,0,Icon
1.561249,1.209615,0,0,Icon
1.557858,-1.075348,0,0,Icon
1.524355,6.009216,0,0,Icon
1.514203,20.76501,0,0,Icon
1.51743,16.53201,0,0,Icon
1.517659,16.22242,0,0,Icon
1.519865,16.45251,0,0,Icon
1.519531,16.13433,0,0,Icon
1.518785,16.42702,0,0,Icon
1.517643,16.25682,0,0,Icon
1.516659,16.90158,0,0,Icon
1.510483,18.98585,0,0,Icon
1.506048,23.23736,0,0,Icon
1.516401,17.99121,0,0,Icon
1.534922,10.9049,0,0,Icon
1.561327,-2.710632,0,0,Icon
1.574272,-8.915192,0,0,Icon
1.587257,-14.83435,0,0,Icon
1.589147,-18.38647,0,0,Icon
1.584958,-17.00568,0,0,Icon
1.584971,-15.1868,0,0,Icon
1.568385,-10.62604,0,0,Icon
1.543737,-0.01379395,0,0,Icon
1.521782,15.91296,0,0,Icon
1.506101,19.4708,0,0,Icon
1.489433,24.4458,0,0,Icon
1.483951,24.40104,0,0,Icon
