x,y,z,pitch,yaw,roll,state,trigger,type
0.03930654,1.673251,0.0901887,-0.9668274,-6.049103,-4.081238,0,0,Base
0.04072599,1.671512,0.06833551,-1.129425,-11.26425,-5.032074,0,0,Base
0.02979741,1.669884,0.04325729,-2.259918,-22.53754,-5.421692,0,0,Base
0.01373528,1.670745,0.02231227,-3.69458,-31.91049,-5.85437,0,0,Base
-0.01280753,1.669589,0.001429435,-4.921173,-42.754,-4.69281,0,0,Base
-0.03677564,1.663954,-0.02013945,-4.446106,-55.47189,-3.839935,0,0,Base
-0.04242704,1.666617,-0.04044485,-2.623047,-68.48328,-2.719666,0,0,Base
-0.03388032,1.667425,-0.04781623,-5.693237,-81.43396,-1.347137,0,0,Base
-0.01470025,1.662245,-0.03724694,-4.774139,-92.87308,-0.2466431,0,0,Base
0.008061961,1.66292,-0.01433518,-3.190674,-105.2407,-0.9328613,0,0,Base
0.02820076,1.666631,0.01925781,-4.063843,-110.117,-1.968018,0,0,Base
0.04490725,1.671595,0.04655374,-4.734436,-113.4848,-3.343048,0,0,Base
0.06228399,1.674305,0.06583613,-4.917908,-117.1361,-2.974213,0,0,Base
0.07706858,1.676118,0.0789803,-5.655212,-118.1819,-3.916382,0,0,Base
0.08342537,1.678878,0.0909852,-6.735291,-114.0511,-4.088989,0,0,Base
0.07972085,1.679816,0.1085612,-6.416321,-101.7716,-4.973877,0,0,Base
0.07962822,1.676573,0.1323213,-4.471924,-82.90585,-4.642487,0,0,Base
0.08838168,1.675047,0.1457651,-3.778351,-66.99817,-3.862335,0,0,Base
0.09951002,1.673143,0.1478504,-3.405151,-50.66171,-4.84024,0,0,Base
0.1085247,1.670498,0.1383792,-2.292908,-33.87241,-4.466095,0,0,Base
0.1114568,1.672907,0.124392,-2.632385,-20.4061,-3.486206,0,0,Base
0.1085027,1.67548,0.1152047,-4.336243,-14.43042,-3.473114,0,0,Base
0.1058152,1.673973,0.1075941,-2.789734,-12.66974,-2.824493,0,0,Base
0.1133131,1.675028,0.1006829,-3.41925,-10.01654,-2.007141,0,0,Base
0.1269979,1.678482,0.09920277,-5.663269,-6.416077,-1.029205,0,0,Base
0.1406801,1.682018,0.1059286,-6.856049,-3.211548,-0.96521,0,0,Base
0.1521117,1.680128,0.1130344,-6.545563,1.221243,-1.019714,0,0,Base
0.1566659,1.682058,0.1197048,-6.155304,7.080947,-1.476074,0,0,Base
0.1494785,1.68439,0.1253007,-7.021057,11.89405,-1.931763,0,0,Base
0.1337585,1.6805,0.1302474,-7.089996,17.97837,-3.255096,0,0,Base
0.1073652,1.681752,0.1350905,-6.354126,24.37958,-3.64978,0,0,Base
0.07814355,1.680374,0.1373176,-6.475342,29.12751,-2.567993,1,0,Base
0.05743748,1.678674,0.136224,-5.69397,34.83468,-3.329376,1,0,Base
0.04338666,1.679121,0.1323061,-4.674896,40.0864,-3.155579,1,0,Base
0.03219854,1.681789,0.1306234,-5.927643,40.12361,-2.645752,1,0,Base
0.02218471,1.684047,0.1263992,-7.281189,35.93,-2.747559,1,0,Base
0.01735068,1.68689,0.1190075,-9.360413,29.43289,-3.451782,1,0,Base
0.01989856,1.686557,0.1064785,-9.125366,25.42474,-2.757721,1,0,Base
0.02607542,1.687884,0.09451515,-9.084351,21.77726,-2.499512,1,0,Base
0.03399934,1.690233,0.08512958,-10.04211,18.43341,-2.830231,0,0,Base
0.04190598,1.689801,0.0773101,-10.16504,17.2258,-2.982544,0,0,Base
0.04995987,1.689784,0.0705346,-9.814056,15.87989,-3.097931,0,0,Base
